date,year,month,county,mean_rainfall_mm,source_file,rainfall_3_month_total,rainfall_6_month_total,rainfall_3_month_avg,rainfall_6_month_avg
2023-08-01,2023,8,Kwale,23.708862,chirps-v2.0.2023.08.tif,101.69121742248535,330.1515579223633,33.89707247416178,55.02525965372721
2023-09-01,2023,9,Kwale,18.805267,chirps-v2.0.2023.09.tif,88.82462310791016,324.8814334869385,29.60820770263672,54.14690558115641
2023-10-01,2023,10,Kwale,74.57072,chirps-v2.0.2023.10.tif,117.08484649658203,248.72308540344238,39.028282165527344,41.453847567240395
2023-11-01,2023,11,Kwale,248.21071,chirps-v2.0.2023.11.tif,341.5866928100586,443.27791023254395,113.8622309366862,73.879651705424
2023-12-01,2023,12,Kwale,66.40777,chirps-v2.0.2023.12.tif,389.18919372558594,478.0138168334961,129.72973124186197,79.66896947224934
2024-01-01,2024,1,Kwale,15.809966,chirps-v2.0.2024.01.tif,330.4284429550171,447.5132894515991,110.14281431833903,74.58554824193318
2024-02-01,2024,2,Kwale,8.473,chirps-v2.0.2024.02.tif,90.69073390960693,432.2774267196655,30.230244636535645,72.04623778661092
2024-03-01,2024,3,Kwale,49.796032,chirps-v2.0.2024.03.tif,74.07899761199951,463.26819133758545,24.692999203999836,77.21136522293091
2024-04-01,2024,4,Kwale,70.099174,chirps-v2.0.2024.04.tif,128.36820602416992,458.796648979187,42.78940200805664,76.46610816319783
2024-05-01,2024,5,Kwale,33.079437,chirps-v2.0.2024.05.tif,152.9746437072754,243.66537761688232,50.99154790242513,40.610896269480385
2024-06-01,2024,6,Kwale,28.444471,chirps-v2.0.2024.06.tif,131.62308311462402,205.70208072662354,43.87436103820801,34.28368012110392
2024-07-01,2024,7,Kwale,10.265417,chirps-v2.0.2024.07.tif,71.78932571411133,200.15753173828125,23.92977523803711,33.359588623046875
2024-08-01,2024,8,Kwale,29.873804,chirps-v2.0.2024.08.tif,68.58369255065918,221.55833625793457,22.861230850219727,36.926389376322426
2024-09-01,2024,9,Kwale,15.834497,chirps-v2.0.2024.09.tif,55.97371864318848,187.5968017578125,18.65790621439616,31.266133626302082
2024-10-01,2024,10,Kwale,27.704514,chirps-v2.0.2024.10.tif,73.41281509399414,145.20214080810547,24.470938364664715,24.20035680135091
2024-11-01,2024,11,Kwale,55.987267,chirps-v2.0.2024.11.tif,99.52627754211426,168.10997009277344,33.17542584737142,28.018328348795574
2024-12-01,2024,12,Kwale,60.84178,chirps-v2.0.2024.12.tif,144.53356170654297,200.50728034973145,48.17785390218099,33.417880058288574
2025-01-01,2025,1,Kwale,7.3569403,chirps-v2.0.2025.01.tif,124.1859884262085,197.59880352020264,41.39532947540283,32.933133920033775
2025-02-01,2025,2,Kwale,2.5848017,chirps-v2.0.2025.02.tif,70.78352355957031,170.30980110168457,23.594507853190105,28.38496685028076
2025-03-01,2025,3,Kwale,40.4147,chirps-v2.0.2025.03.tif,50.356441497802734,194.8900032043457,16.785480499267578,32.48166720072428
2025-04-01,2025,4,Kwale,69.73781,chirps-v2.0.2025.04.tif,112.73730945587158,236.92329788208008,37.57910315195719,39.487216313680015
2025-05-01,2025,5,Kwale,76.236824,chirps-v2.0.2025.05.tif,186.38933181762695,257.17285537719727,62.12977727254232,42.86214256286621
2025-06-01,2025,6,Kwale,44.931843,chirps-v2.0.2025.06.tif,190.90647506713867,241.2629165649414,63.635491689046226,40.2104860941569
2025-07-01,2025,7,Kwale,12.459975,chirps-v2.0.2025.07.tif,133.62864208221436,246.36595153808594,44.54288069407145,41.06099192301432
2025-08-01,2025,8,Kwale,18.4471,chirps-v2.0.2025.08.tif,75.83891773223877,262.2282495498657,25.27963924407959,43.70470825831095
2025-09-01,2025,9,Kwale,20.849476,chirps-v2.0.2025.09.tif,51.756550788879395,242.66302585601807,17.252183596293133,40.44383764266968
2025-10-01,2025,10,Kwale,37.78693,chirps-v2.0.2025.10.tif,77.08350563049316,210.71214771270752,25.694501876831055,35.118691285451256
2025-11-01,2025,11,Kwale,13.306264,chirps-v2.0.2025.11.tif,71.94266986846924,147.781587600708,23.980889956156414,24.630264600118
2025-12-01,2025,12,Kwale,19.31342,chirps-v2.0.2025.12.tif,70.40661334991455,122.16316413879395,23.468871116638184,20.360527356465656
2026-01-01,2026,1,Kwale,2.6501048,chirps-v2.0.2026.01.tif,35.26978802680969,112.35329365730286,11.756596008936564,18.725548942883808
2026-02-01,2026,2,Kwale,16.322208,chirps-v2.0.2026.02.tif,38.28573250770569,110.22840237617493,12.761910835901896,18.371400396029156
2019-01-01,2019,1,Laikipia,14.985881,chirps-v2.0.2019.01.tif,14.985880851745605,14.985880851745605,14.985880851745605,14.985880851745605
2019-02-01,2019,2,Laikipia,8.260603,chirps-v2.0.2019.02.tif,23.24648380279541,23.24648380279541,11.623241901397705,11.623241901397705
2019-03-01,2019,3,Laikipia,12.5181675,chirps-v2.0.2019.03.tif,35.76465129852295,35.76465129852295,11.921550432840982,11.921550432840982
2019-04-01,2019,4,Laikipia,44.877426,chirps-v2.0.2019.04.tif,65.65619659423828,80.64207744598389,21.885398864746094,20.16051936149597
2019-05-01,2019,5,Laikipia,33.301453,chirps-v2.0.2019.05.tif,90.69704627990723,113.94353008270264,30.232348759969074,22.788706016540527
2019-06-01,2019,6,Laikipia,53.306343,chirps-v2.0.2019.06.tif,131.48522186279297,167.24987316131592,43.828407287597656,27.87497886021932
2019-07-01,2019,7,Laikipia,29.619131,chirps-v2.0.2019.07.tif,116.22692680358887,181.88312339782715,38.742308934529625,30.31385389963786
2019-08-01,2019,8,Laikipia,40.418316,chirps-v2.0.2019.08.tif,123.34379005432129,214.04083633422852,41.114596684773765,35.67347272237142
2019-09-01,2019,9,Laikipia,24.244226,chirps-v2.0.2019.09.tif,94.28167343139648,225.76689529418945,31.42722447713216,37.62781588236491
2019-10-01,2019,10,Laikipia,78.93096,chirps-v2.0.2019.10.tif,143.59350395202637,259.82043075561523,47.864501317342125,43.303405125935875
2019-11-01,2019,11,Laikipia,96.019966,chirps-v2.0.2019.11.tif,199.19515419006348,322.53894424438477,66.39838473002116,53.75649070739746
2019-12-01,2019,12,Laikipia,70.89974,chirps-v2.0.2019.12.tif,245.85066986083984,340.1323432922363,81.95022328694661,56.68872388203939
2020-01-01,2020,1,Laikipia,29.32322,chirps-v2.0.2020.01.tif,196.24292755126953,339.8364315032959,65.41430918375652,56.639405250549316
2020-02-01,2020,2,Laikipia,23.2581,chirps-v2.0.2020.02.tif,123.4810619354248,322.6762161254883,41.16035397847494,53.77936935424805
2020-03-01,2020,3,Laikipia,68.803764,chirps-v2.0.2020.03.tif,121.38508415222168,367.2357540130615,40.46169471740723,61.20595900217692
2020-04-01,2020,4,Laikipia,132.86456,chirps-v2.0.2020.04.tif,224.92642784118652,421.16935539245605,74.97547594706218,70.19489256540935
2020-05-01,2020,5,Laikipia,60.292587,chirps-v2.0.2020.05.tif,261.9609146118164,385.4419765472412,87.32030487060547,64.2403294245402
2020-06-01,2020,6,Laikipia,50.862263,chirps-v2.0.2020.06.tif,244.01941299438477,365.40449714660645,81.3398043314616,60.90074952443441
2020-07-01,2020,7,Laikipia,37.527737,chirps-v2.0.2020.07.tif,148.68258666992188,373.6090145111084,49.56086222330729,62.26816908518473
2020-08-01,2020,8,Laikipia,64.13915,chirps-v2.0.2020.08.tif,152.5291519165039,414.4900665283203,50.84305063883463,69.08167775472005
2020-09-01,2020,9,Laikipia,23.849445,chirps-v2.0.2020.09.tif,125.5163345336914,369.5357475280762,41.83877817789713,61.58929125467936
